review_number,username,ratings,purchase_date,item_variation,location,review_content,has_image,subreview_sub 0_category,subreview_sub 0_content,subreview_sub 1_category,subreview_sub 1_content,subreview_sub 2_category,subreview_sub 2_content,original_file,original_review_key
593,n*****h,4,2025-04-19 09:39,,Indonesia,Very heavy for a skirt size :(,True,,,,,,,results2.json,review 500
594,y*****f,5,2024-11-21 15:50,,Indonesia,"Tb 156cm
Bb 45kg
It's a bit long, but that's okay because it can still be tricked (used above the navel). If you want to use it for UKhti's hijab, this size is just right for me. For casual, I think it's better to wear a size 88cm",True,,,,,,,results2.json,review 501
595,d*****6,4,2024-09-16 00:04,,Indonesia,"It's good.. but it's a shame it doesn't have a pocket, then it's thick so it's a bit hot and heavy when you wear it.. for me, who is 155cm tall, it's too long, so it's cut 5cm to the tailor",True,,,,,,,results2.json,review 502
596,c*****8,5,2024-07-09 21:23,,Indonesia,"Very good, worth it to buy, similar to the 3m0ngkis skirt 😍♥️",True,Styling,  suitable for any clothes,,,,,results2.json,review 503
597,b*****_,5,2024-09-22 00:11,,Indonesia,"The order arrived quite quickly, the recommended size from the admin is also good, it fits me well, not long, not too short",True,,,,,,,results2.json,review 504
598,i*****l,5,2025-02-27 13:12,,Indonesia,,True,,,,,,,results2.json,review 505
599,s*****y,5,2025-01-11 21:54,,Indonesia,Good for daily skirts because it's not heavy and the bone white color is close to yellow,True,,,,,,,results2.json,review 506
600,m*****h,5,2025-02-03 20:09,,Indonesia,,True,,,,,,,results2.json,review 507
601,j*****s,5,2024-10-25 16:34,,Indonesia,"Already have 2, just another color collection ❤❤❤",True,,,,,,,results2.json,review 508
602,l*****n,5,2025-01-25 11:28,,Indonesia,"Very nice skirt 
There's already a furing too 
So it's safe, you won't see through
Next time, buy another color too",True,,,,,,,results2.json,review 509
603,t*****9,5,2024-09-05 12:37,,Indonesia,"It's nice to wear, it's a little too long, hopefully after washing it will be cool..., thank you seller for the neat packaging, the goods sent are appropriate and the delivery is fast",True,,,,,,,results2.json,review 510
604,a*****1,5,2024-12-03 17:03,,Indonesia,,True,,,,,,,results2.json,review 511
605,k*****z,5,2025-06-04 11:49,,Indonesia,"On my BB 100kg, it's really good, it's just right, it's not too small huhuu. I like it very cute, thank you seller",True,,,,,,,results2.json,review 512
606,v*****a,5,2024-08-13 15:48,,Indonesia,"Good BGT!! All MUST KNOW IF THIS IS GOOD AND THE QUALITY IS NOT CAN2

Bb/tb : 50/157 PAKE SIZE S-M",True,,,,,,,results2.json,review 513
607,m*****o,5,2025-01-30 09:50,,Indonesia,"Love it, the linen material is thin but not see through. plan to buy again. Regret only bought 1",True,,,,,,,results2.json,review 514
608,c*****_,5,2024-11-25 07:12,,Indonesia,"The material is thick but very comfortable, it's really cute, I like it🤍 Bb 48 tb 160",True,,,,,,,results2.json,review 515
609,k*****e,5,2024-10-04 23:59,,Indonesia,"The skirt is really nice, the material is thick and has furing. it's really comfortable, the material is according to the price",True,,,,,,,results2.json,review 516
610,f*****h,5,2025-03-15 14:59,,Indonesia,"Omggg OKEE THIS IS VERY GOOD IT'S NOT BRIGHT, anw tb 162 and bb 40 are just right, it just looks a bit big huh 😄😻💗🫰🏻",True,,,,,,,results2.json,review 517
611,h*****g,5,2025-01-29 14:19,,Indonesia,"The skirt is good, it's not see-through because it has furing, and it's thick too... Cool",True,,,,,,,results2.json,review 518
612,p*****c,2,2025-02-15 20:29,,Indonesia,"Honestly, it's really sad that it's the first time I've used it and washed the item right away, huhu, I don't know how many orders or what, the stitches are really bad and the seams are full of loose (btw I wash it by hand instead of a machine)
If you ask why i just reviewed because i just got home now hihi",True,,,,,,,results2.json,review 519
613,a*****a,5,2025-03-27 18:29,,Indonesia,Finally found a white skirt that is not see through and doesn't need to stack 2 inners because it's already full furing ✨️,True,,,,,,,results2.json,review 520
614,d*****_,4,2024-07-24 16:29,,Indonesia,"Very fast delivery co Monday Wednesday arrived, really good, I like it, next time I will repeat order again, tquuu min",True,,,,,,,results2.json,review 521
615,i*****a,4,2025-01-27 12:13,,Indonesia,"The material is thick, there are pockets on the right and left, but unfortunately there are a lot of threads that are not neat...
Thank you...",True,,,,,,,results2.json,review 522
616,r*****9,5,2025-03-11 17:41,,Indonesia,"I swear the ingredients are really good, then the inside is already lined so it's not too bright, you won't regret it",True,,,,,,,results2.json,review 523
617,r*****a,5,2024-08-10 21:46,,Indonesia,"This is my first time ordering and I'm satisfied, tq ya..",True,,,,,,,results2.json,review 524
618,a*****1,5,2025-03-27 18:09,,Indonesia,"Okay, it's really good stuff and very interesting. The material is thick and not see through",True,,,,,,,results2.json,review 525
619,f*****i,5,2024-12-01 21:43,,Indonesia,"It's good, the color is thick, the color matches, I really like it, the length is also right",True,,,,,,,results2.json,review 526
620,a*****2,5,2025-01-19 11:25,,Indonesia,"Ulalaaaaaaa, the skirt is really good, it looks like I have to order another white color, thank you Shopee and the courier brother 🥰🥰🥰 The skirt is very comfortable to wear👍🥰",True,,,,,,,results2.json,review 527
621,m*****n,5,2025-06-21 23:45,,Indonesia,It's really good sumpilll on my small bb I look full in this skirt. on bb tb 47/159 passs but it's a bit long but can be folded from the rubber koooo so it can be adjusted so it's not too long lol thanks besttt✨,True,,,,,,,results2.json,review 528
622,h*****a,5,2024-12-15 16:43,,Indonesia,"The skirt is really good, the sewing is neat and the color is also appropriate, so I want to buy another color",True,,,,,,,results2.json,review 529
623,w*****i,5,2024-07-13 10:15,,Indonesia,The product is good and fits well. The color is bone white towards cream.,True,,,,,,,results2.json,review 530
624,e*****s,3,2025-03-29 15:08,,Indonesia,"Usually the linen fabric is easy to iron
But why is this so hard, after washing it gets wrinkled, huhuhuhu, it's really sad. I chatted with mimin and didn't reply once. sorry if i only give 3 stars",True,,,,,,,results2.json,review 531
625,e*****6,5,2025-07-10 01:22,,Indonesia,Very nice like it! It won't be transparent because there is additional cloth inside 💗✨  Perfect for those who are 165 tall at 96cm.,True,,,,,,,results2.json,review 532
626,n*****a,3,2024-09-12 13:11,,Indonesia,"This just arrived but how come there are stains like this even though I just opened it, it's a shame huhu even though it's good🥺",True,,,,,,,results2.json,review 533
627,a*****h,5,2025-03-15 12:19,,Indonesia,"As expected, I want to buy another broken white one. because it's comfortable, it fits perfectly and has furing inside too.",True,,,,,,,results2.json,review 534
628,x*****x,5,2024-12-16 01:19,,Indonesia,"The skirt is really good, but it's a bit short for TB 161 BB 55, my advice is to take the 98cm size",True,,,,,,,results2.json,review 535
629,k*****_,4,2024-12-04 11:38,,Indonesia,"The model is good and the material is comfortable, there was a problem but the seller helped, the admin was friendly, keep it up sis",False,,,,,,,results2.json,review 536
630,l*****i,5,2024-08-29 17:34,,Indonesia,"It's good at that price, the quality is good, the stitching is neat, the fabric is smooth and not stiff",False,,,,,,,results2.json,review 537
631,r*****5,5,2025-02-02 14:21,,Indonesia,"The Model is good for me, who is 153 tall and Bb 53 fits perfectly, the color is also clean, so it's good, I like it",True,,,,,,,results2.json,review 538
632,d*****i,5,2025-03-13 22:49,,Indonesia,"- 2nd time buying, the first one bought brown
- Neat safe packaging, no damage at all
-cheap Price",False,,,,,,,results2.json,review 539
633,o*****a,5,2025-03-08 11:38,,Indonesia,"Want to buy another ivory color, please stock more M/L size so it doesn't get too big",True,,,,,,,results2.json,review 540
634,k*****h,5,2025-03-24 22:35,,Indonesia,"The goods arrived as ordered, the model is good, for my son it doesn't look too skinny, it has furing, it's really good",True,,,,,,,results2.json,review 541
635,f*****b,5,2025-03-14 04:57,,Indonesia,"The material is good, have to order another color",True,,,,,,,results2.json,review 542
636,d*****6,5,2025-06-11 21:52,,Indonesia,"Very good material, as expected, delivery is also okay",True,,,,,,,results2.json,review 543
637,a*****h,5,2025-06-13 17:07,,Indonesia,"I really like the cut, but it turns out that the size s-m pj 88cm is still a little too long for me who is 148cm tb. fell in love with the linen material because it's so soft, when I opened the package the skirt smelled good. not the one that smells like convection",False,,,,,,,results2.json,review 544
638,s*****8,5,2025-07-02 00:10,,Indonesia,"Hi sis, maybe someone wants to replace mine, size s-m 88cm bone white, the material is really good, you won't regret it, it's cool, it's just that my body doesn't fit well and doesn't fit in my account huhu. those who want can dm ya ^^",False,,,,,,,results2.json,review 545
639,v*****1,5,2025-04-21 07:57,,Indonesia,"Have a skirt like this from various shops
The coffee brown color is beautiful, the stitching is neat but the material is a bit rough but the texture looks good when you put it on",False,,,,,,,results2.json,review 546
640,d*****n,5,2025-06-01 22:32,,Indonesia,I really like the skirt 😍 Regret only buying one.. next time maybe will buy again,False,,,,,,,results2.json,review 547
641,n*****u,5,2025-05-15 17:01,,Indonesia,"My first white skirt, I'm very happy, the material is ok",False,,,,,,,results2.json,review 548
642,p*****7,5,2025-05-21 16:08,,Indonesia,,False,,,,,,,results2.json,review 549
643,i*****h,5,2025-06-27 12:06,,Indonesia,"Very good, thank you, the package has arrived",False,,,,,,,results2.json,review 550
644,b*****i,4,2024-07-20 18:49,,Indonesia,"Unfortunately there is no furing, I'm afraid to see through, the stitching and model are really good even though",False,Styling,  good model and stitching,,,,,results2.json,review 551
645,i*****i,5,2025-02-07 12:40,,Indonesia,"The material is good, it's soft, it's not see-through, it fits perfectly 
My height is about 2 155",True,,,,,,,results2.json,review 552
646,m*****t,5,2025-05-02 21:27,,Indonesia,"The skirt is okay, the length is right, the rubber waist is quite comfortable, the color is right.",False,,,,,,,results2.json,review 553
647,m*****1,5,2025-02-07 18:32,,Indonesia,"Good material, beautiful color, arrived quickly, gives a good effect on the body, thank you sis",True,,,,,,,results2.json,review 554
648,r*****a,5,2025-02-01 11:19,,Indonesia,"The material is thick, safe, good, no defects, everything is safe, the skirt is also very cute",True,,,,,,,results2.json,review 555
649,f*****_,5,2024-11-24 20:49,,Indonesia,"Really good, this is the umpteenth time I've bought here and it's really good",False,,,,,,,results2.json,review 556
650,f*****i,5,2024-12-21 21:46,,Indonesia,"I really like it.. the color is cute, comfortable to wear, it turns out that it already has furing.",False,,,,,,,results2.json,review 557
651,h*****l,5,2024-09-03 21:11,,Indonesia,"Really good, really good, the best🫶🏻🫶🏻",False,,,,,,,results2.json,review 558
652,i*****n,5,2025-03-09 06:54,,Indonesia,There are already layers so I'm not afraid to see,False,,,,,,,results2.json,review 559
653,d*****i,5,2024-09-25 18:15,,Indonesia,"First time ordering here, very satisfied
Will be a subscriber 
Delivery is also fast",False,,,,,,,results2.json,review 560
654,r*****7,5,2025-03-13 17:52,,Indonesia,,False,,,,,,,results2.json,review 561
655,u*****f,5,2025-03-16 22:30,,Indonesia,"The cork is really hard to fight, it's really hard",False,,,,,,,results2.json,review 562
656,b*****8,5,2024-09-22 07:09,,Indonesia,Fast delivery good product fits,True,,,,,,,results2.json,review 563
657,i*****n,5,2024-09-11 11:06,,Indonesia,Really like the skirt,False,,,,,,,results2.json,review 564
658,m*****4,5,2024-09-28 22:00,,Indonesia,,False,,,,,,,results2.json,review 565
659,n*****a,5,2025-05-09 15:49,,Indonesia,"According to my expectations, the color material is good, it's really worth the price",True,,,,,,,results2.json,review 566
660,r*****7,4,2025-05-26 21:38,,Indonesia,,True,,,,,,,results2.json,review 567
661,l*****i,5,2025-06-26 21:04,,Indonesia,,True,,,,,,,results2.json,review 568
662,k*****a,5,2024-12-15 00:23,,Indonesia,"Very good, don't regret buying here",True,,,,,,,results2.json,review 569
663,s*****8,5,2025-02-05 19:32,,Indonesia,"Quality product, good price.
Item as described, great.
Fast delivery, satisfied item.
Top quality, friendly price.
Great stuff, recommended!
Good product, as expected.",True,,,,,,,results2.json,review 570
664,_*****r,5,2025-03-22 18:21,,Indonesia,"I expected the material to be thinner, but it turns out to be really thick, I'm happy hehe. It's a bit too long for me whose body is this inch but overall it's good 🤎",True,,,,,,,results2.json,review 571
665,a*****n,5,2024-12-06 07:20,,Indonesia,"The quality of the skirt is really top, for a height of 150, take size 88, it fits really well",True,,,,,,,results2.json,review 572
666,n*****8,5,2024-09-02 11:12,,Indonesia,,True,,,,,,,results2.json,review 573
667,w*****4,5,2025-03-20 08:07,,Indonesia,,True,,,,,,,results2.json,review 574
668,a*****k,4,2025-06-29 14:01,,Indonesia,"How come this fabric is fluffy, I'm a bit surprised what is it?
Rating Update after using it several times and washing the color fades",False,,,,,,,results2.json,review 575
669,o*****8,5,2025-06-30 16:15,,Indonesia,Really really really matches expectations,False,,,,,,,results2.json,review 576
670,t*****a,5,2025-07-11 22:02,,Indonesia,Very good.. want to collect other colors..,False,,,,,,,results2.json,review 577
671,s*****s,5,2025-03-05 16:34,,Indonesia,"Very fitting for a height of 165, doesn't hang, it's nice and cute",False,,,,,,,results2.json,review 578
672,w*****2,5,2025-03-05 21:30,,Indonesia,"The most worth buying for Eid, thank you seller.. Do you want to buy another color too?",False,,,,,,,results2.json,review 579
673,i*****u,5,2025-04-28 01:17,,Indonesia,It's too long for 150 cm but I like the model,True,,,,,,,results2.json,review 580
674,f*****a,5,2025-06-04 01:52,,Indonesia,It's really good anyway,False,,,,,,,results2.json,review 581
675,n*****s,5,2025-03-21 22:37,,Indonesia,"It's less flexible and the material doesn't fall off, and for me, who is fat, it looks fatter",False,,,,,,,results2.json,review 582
